country,country_name,type,year,value,ratio,conventional_thermal,renewable_rate
SE,Sweden,Hydro,C,60977.602,0.385234214,0.09394314,0.4903492
SE,Sweden,Pumped hydro power,C,0,0,0.09394314,0.4903492
SE,Sweden,Wind,C,16638.345,0.105114986,0.09394314,0.4903492
SE,Sweden,Solar,C,0,0,0.09394314,0.4903492
SE,Sweden,Geothermal,C,0,0,0.09394314,0.4903492
SE,Sweden,Other,C,0,0,0.09394314,0.4903492
NO,Norway,Conventional thermal,C,3457.28,0.022997004,0.022997004,0.977002996
NO,Norway,Nuclear,C,0,0,0.022997004,0.977002996
NO,Norway,Hydro,C,139512.026,0.928000802,0.022997004,0.977002996
NO,Norway,Pumped hydro power,C,3490.918,0.023220756,0.022997004,0.977002996
NO,Norway,Wind,C,3875.881,0.025781438,0.022997004,0.977002996
NO,Norway,Solar,C,0,0,0.022997004,0.977002996
NO,Norway,Geothermal,C,0,0,0.022997004,0.977002996
NO,Norway,Other,C,0,0,0.022997004,0.977002996
ME,Montenegro,Conventional thermal,C,1444,0.385786802,0.385786802,0.614213198
ME,Montenegro,Nuclear,C,0,0,0.385786802,0.614213198
ME,Montenegro,Hydro,C,2137,0.570932407,0.385786802,0.614213198
ME,Montenegro,Pumped hydro power,C,0,0,0.385786802,0.614213198
ME,Montenegro,Wind,C,162,0.043280791,0.385786802,0.614213198
ME,Montenegro,Solar,C,0,0,0.385786802,0.614213198
ME,Montenegro,Geothermal,C,0,0,0.385786802,0.614213198
ME,Montenegro,Other,C,0,0,0.385786802,0.614213198
MK,North Macedonia,Conventional thermal,C,3309.114,0.635911199,0.635911199,0.364088801
MK,North Macedonia,Nuclear,C,0,0,0.635911199,0.364088801
MK,North Macedonia,Hydro,C,1774.496,0.341004232,0.635911199,0.364088801
MK,North Macedonia,Pumped hydro power,C,0,0,0.635911199,0.364088801
MK,North Macedonia,Wind,C,97.338,0.018705407,0.635911199,0.364088801
MK,North Macedonia,Solar,C,22.788,0.004379161,0.635911199,0.364088801
MK,North Macedonia,Geothermal,C,0,0,0.635911199,0.364088801
MK,North Macedonia,Other,C,0,0,0.635911199,0.364088801
AL,Albania,Conventional thermal,C,0,0,0,1
AL,Albania,Nuclear,C,0,0,0,1
AL,Albania,Hydro,C,8596.537,1,0,1
AL,Albania,Pumped hydro power,C,0,0,0,1
AL,Albania,Wind,C,0,0,0,1
AL,Albania,Solar,C,0,0,0,1
AL,Albania,Geothermal,C,0,0,0,1
AL,Albania,Other,C,0,0,0,1
RS,Serbia,Conventional thermal,C,23625.089,0.649236498,0.649236498,0.350763502
RS,Serbia,Nuclear,C,0,0,0.649236498,0.350763502
RS,Serbia,Hydro,C,11453.07,0.3147396,0.649236498,0.350763502
RS,Serbia,Pumped hydro power,C,1147.848,0.031543789,0.649236498,0.350763502
RS,Serbia,Wind,C,150.419,0.004133635,0.649236498,0.350763502
RS,Serbia,Solar,C,12.608,0.000346478,0.649236498,0.350763502
RS,Serbia,Geothermal,C,0,0,0.649236498,0.350763502
RS,Serbia,Other,C,0,0,0.649236498,0.350763502
TR,Turkey,Conventional thermal,C,195153.546,0.674612164,0.674612164,0.32295725
TR,Turkey,Nuclear,C,0,0,0.674612164,0.32295725
TR,Turkey,Hydro,C,59865.351,0.206944198,0.674612164,0.32295725
TR,Turkey,Pumped hydro power,C,0,0,0.674612164,0.32295725
TR,Turkey,Wind,C,19825.697,0.068534017,0.674612164,0.32295725
TR,Turkey,Solar,C,7459.485,0.025786154,0.674612164,0.32295725
TR,Turkey,Geothermal,C,6275.373,0.021692883,0.674612164,0.32295725
TR,Turkey,Other,C,703.126,0.002430585,0.674612164,0.32295725
BA,Bosnia & Herzegovina,Conventional thermal,C,4003.505,0.533627985,0.533627985,0.466372015
BA,Bosnia & Herzegovina,Nuclear,C,0,0,0.533627985,0.466372015
BA,Bosnia & Herzegovina,Hydro,C,3476.554,0.46339058,0.533627985,0.466372015
BA,Bosnia & Herzegovina,Pumped hydro power,C,0,0,0.533627985,0.466372015
BA,Bosnia & Herzegovina,Wind,C,22.368,0.002981435,0.533627985,0.466372015
BA,Bosnia & Herzegovina,Solar,C,0,0,0.533627985,0.466372015
BA,Bosnia & Herzegovina,Geothermal,C,0,0,0.533627985,0.466372015
BA,Bosnia & Herzegovina,Other,C,0,0,0.533627985,0.466372015
UA,Ukraine,Conventional thermal,C,60830.7,0.38240865,0.38240865,0.08702887
UA,Ukraine,Nuclear,C,84397.9,0.530562479,0.38240865,0.08702887
UA,Ukraine,Hydro,C,11920.2,0.074935643,0.38240865,0.08702887
UA,Ukraine,Pumped hydro power,C,0,0,0.38240865,0.08702887
UA,Ukraine,Wind,C,1185.9,0.007455091,0.38240865,0.08702887
UA,Ukraine,Solar,C,737.8,0.004638137,0.38240865,0.08702887
UA,Ukraine,Geothermal,C,0,0,0.38240865,0.08702887
UA,Ukraine,Other,C,0,0,0.38240865,0.08702887
GE,Georgia,Conventional thermal,C,2114.901,0.174087218,0.174087218,0.825912782
GE,Georgia,Nuclear,C,0,0,0.174087218,0.825912782
GE,Georgia,Hydro,C,9949.387,0.818979753,0.174087218,0.825912782
GE,Georgia,Pumped hydro power,C,0,0,0.174087218,0.825912782
GE,Georgia,Wind,C,84.226,0.006933029,0.174087218,0.825912782
GE,Georgia,Solar,C,0,0,0.174087218,0.825912782
GE,Georgia,Geothermal,C,0,0,0.174087218,0.825912782
GE,Georgia,Other,C,0,0,0.174087218,0.825912782
